港鑫龙城,2栋左5#,日立,乘客电梯,31104306812016070010,,日立电梯（中国）有限公司,2016-4-5,15G048466,HGE-1050-C0150,,32,32,32,1050,2.5,2017-9-25,汨罗市车站北路,,,
港鑫龙城,3栋西单元右10#,日立,乘客电梯,31104306812016070009,,日立电梯（中国）有限公司,2016-4-5,15G048465,HGE-1050-C0150,,32,32,32,1050,2.5,2017-9-25,汨罗市车站北路,,,
瑞丰大酒店,客房部,广日,乘客电梯,31104306812016010017,,广州广日电梯工业有限公司,,广日 15342733001,G.Wiz1050-C01.5 1534273301,,8,8,8,,1.5,2016-8-2,汨罗市浯口镇,,,
御文台花园,售楼部,广日,乘客电梯,31104306812016100003,,日立电梯（中国）有限公司,2016-8-1,广日 16250733001,MAX-E825-C01.0,,4,4,4,825,1,2017-12-4,汨罗市建设东路,,,
御文台花园,3栋右,日立,乘客电梯,31104306812014120001,,日立电梯（中国）有限公司,2014-10-10,HITACHI 14G048302,HGP-1050-C0105,,19,19,19,1050,1.75,2017-12-4,汨罗市建设东路,,,
御文台花园,3栋左,日立,乘客电梯,31104306812014120002,,日立电梯（中国）有限公司,2014-10-10,HITACHI 14G048294,HGP-1050-C0105,,18,18,18,1050,1.75,2017-12-4,汨罗市建设东路,,,
御文台花园,2栋西单元左,日立,乘客电梯,31104306812016010002,,,2015-4-10,HITACHI 14G048301,HGP-1050-C120,,16,16,16,1050,1.75,2017-12-4,汨罗市建设东路,,,
御文台花园,2栋东单元右,日立,乘客电梯,31104306812015050006,,日立电梯（中国）有限公司,2015-4-10,HITACHI 14G048298,HGP-1050-C120,,34,34,34,1050,2,2017-12-4,汨罗市建设东路,,,
御文台花园,2栋西单元右,日立,乘客电梯,31104306812016010001,,,2015-4-10,HITACHI 14G048300,HGP-1050-C120,,34,34,34,1050,2,2017-12-4,汨罗市建设东路,,,
御文台花园,2栋东单元左,日立,乘客电梯,31104306812015050007,,日立电梯（中国）有限公司,2015-4-10,HITACHI 14G048299,HGP-1050-C120,,,,,1050,2,2017-12-4,汨罗市建设东路,,,
御文台花园,1栋西单元左,日立,乘客电梯,31104306812015050005,,日立电梯（中国）有限公司,2015-4-10,HITACHI 14G048297,HGP-1050-C0105,,15,15,15,,1.75,2017-12-4,汨罗市建设东路,,,
御文台花园,1栋东单元右,日立,乘客电梯,31104306812015050004,,日立电梯（中国）有限公司,2015-4-10,HITACHI 14G048296,HGP-1050-C0105,,15,15,15,1050,1.75,2017-12-4,汨罗市建设东路,,,
御文台花园,1栋西单元右,日立,乘客电梯,31104306812015050003,,,2015-4-10,HITACHI 14G048295,HGP-1050-C0105,,16,16,16,1050,1.75,2017-12-4,汨罗市建设东路,,,
御文台花园,1栋东单元左,日立,乘客电梯,31104306812015050002,,,2015-4-10,HITACHI 14G048295,HGP-1050-C0105,,16,16,16,1050,1.75,2017-12-4,汨罗市建设东路,,,
港鑫华庭,1#右,三菱,乘客电梯,31104306812013050001,,,2013-2-10,上海三菱LEHY 130203650,1050KG 2.5M/S LEHY-Ⅱ,,32,32,32,,2.5,2017-4-1,汨罗市车站北路,,,
港鑫华庭,1#左,三菱,乘客电梯,31104306812013050002,,,2013-2-10,上海三菱LEHY 130203651,1050KG 2.5M/S LEHY-Ⅱ,,31,31,31,,2.5,2017-4-1,汨罗市车站北路,,,
港鑫华庭,2#右,三菱,乘客电梯,31104306812013050003,,,2013-2-10,上海三菱LEHY,1050KG 2.5M/S LEHY-Ⅱ,,32,32,32,,2.5,2017-4-1,汨罗市车站北路,,,
港鑫华庭,2#左,三菱,乘客电梯,31104306812013050004,,,2013-2-10,上海三菱LEHY 130203651,1050KG 2.5M/S LEHY-Ⅱ,,31,31,31,,2.5,2017-4-1,汨罗市车站北路,,,
港鑫华庭,3#右,三菱,乘客电梯,31104306812013050005,,,2013-2-10,上海三菱LEHY 130203654,1050KG 2.5M/S LEHY-Ⅱ,,29,29,29,,2.5,2017-4-1,汨罗市车站北路,,,
港鑫华庭,3#中,三菱,乘客电梯,31104306812013050006,,,2013-2-10,上海三菱LEHY 130203655,1050KG 2.5M/S LEHY-Ⅱ,,28,28,28,,2.5,2017-4-1,汨罗市车站北路,,,
港鑫华庭,3#左,三菱,乘客电梯,31104306812013050007,,,2013-2-10,上海三菱LEHY 130203657,1050KG 2.5M/S LEHY-Ⅱ,,28,28,28,,2.5,2017-4-1,汨罗市车站北路,,,
俊秀花园,二栋西单元2#,日立,乘客电梯,31104306812012100008,,日立电梯（中国）有限公司,2012-8-1,12G001213,HGP-825-C0105,,16,16,16,825,1.75,2017-9-26,汨罗市高泉路,,,
俊秀花园,二栋东单元1#,日立,乘客电梯,31104306812012100011,,日立电梯（中国）有限公司,2012-8-1,12G001212,HGP-825-C0105,,16,16,16,825,1.75,2017-9-26,汨罗市高泉路,,,
金正花园,5栋4单元,日立,乘客电梯,31104306812012080005,,日立电梯（中国）有限公司,2012-6-1,HITACHI 11G056049,HGP-825-C090,,11,11,11,825,1.5,2017-12-6,汨罗市劳动南路18号,,,
金正花园,5栋3单元,日立,乘客电梯,31104306812012090007,,,2012-9-1,HITACHI 11G056047,HGP-825-C090,,11,11,11,825,1.5,2017-12-6,汨罗市劳动南路18号,,,
金正花园,5栋2单元,日立,乘客电梯,31104306812012090006,,日立电梯（中国）有限公司,2012-9-1,HITACHI 11G056045,HGP-825-C090,,11,11,11,825,1.5,2017-12-6,汨罗市劳动南路18号,,,
金正花园,5栋1单元,日立,乘客电梯,31104306812012090005,,日立电梯（中国）有限公司,2012-6-1,HITACHI 11G056044,HGP-825-C090,,11,11,11,825,1.5,2017-12-6,汨罗市劳动南路18号,,,
金正花园,4栋2单元,日立,乘客电梯,31104306812012090004,,,2012-6-1,HITACHI 11G056043,HGP-825-C090,,11,11,11,825,1.5,2017-12-10,汨罗市劳动南路18号,,,
金正花园,4栋1单元,日立,乘客电梯,31104306812012090003,,日立电梯（中国）有限公司,2012-9-1,HITACHI 11G056042,HGP-825-C090,,11,11,11,825,1.5,2017-12-6,汨罗市劳动南路18号,,,
金正花园,3栋2单元,日立,乘客电梯,31104306812012080006,,日立电梯（中国）有限公司,2012-9-1,HITACHI 11G056037,HGP-825-C090,,11,11,11,825,1.5,2017-12-4,汨罗市劳动南路18号,,,
金正花园,3栋1单元,日立,乘客电梯,31104306812012030013,,,2012-9-1,HITACHI 11G056036,HGP-825-C090,,11,11,11,825,1.5,2017-12-6,汨罗市劳动南路18号,,,
金正花园,2栋4单元,日立,乘客电梯,31104306812012090001,,日立电梯（中国）有限公司,2012-9-1,HITACHI 11G056038,HGP-825-C090,,11,11,11,825,1.5,2017-1-10,汨罗市劳动南路18号,,,
金正花园,2栋3单元,日立,乘客电梯,31104306812012090002,,日立电梯（中国）有限公司,2012-9-1,HITACHI 11G056039,HGP-825-C090,,11,11,11,825,1.5,2017-12-10,汨罗市劳动南路18号,,,
金正花园,2栋2单元,日立,乘客电梯,31104306812012030011,,,2012-9-1,HITACHI 11G056040,HGP-825-C090,,11,11,11,825,1.5,2017-12-6,汨罗市劳动南路18号,,,
金正花园,2栋1单元,日立,乘客电梯,31104306812012030012,,,2012-9-1,HITACHI 11G056041,HGP-825-C090,,11,11,11,825,1.5,2017-12-6,汨罗市劳动南路18号,,,
金正花园,1栋3单元,日立,乘客电梯,31104306812012030008,,,2012-9-1,HITACHI 11G056033,HGP-825-C090,,11,11,11,825,1.5,2017-12-6,汨罗市劳动南路18号,,,
金正花园,1栋2单元,日立,乘客电梯,31104306812012030009,,,2012-9-1,HITACHI 11G056034,HGP-825-C090,,11,11,11,825,1.5,2017-12-6,汨罗市劳动南路18号,,,
金正花园,1栋1单元,日立,乘客电梯,31104306812012030010,,,2012-9-1,HITACHI 11G056035,HGP-825-C090,,11,11,11,825,1.5,2017-12-6,汨罗市劳动南路18号,,,
金正科技,大厅1#,日立,乘客电梯,31104306812014090005,,日立电梯（中国）有限公司,2014-7-30,14G025480,MCA-825-C060,,3,3,3,825,1,2017-9-26,汨罗新市工业园汨罗江大道9号,,,
李冬柏,住宅楼,日立,乘客电梯,31104306262016070003,,日立电梯（中国）有限公司,2016-6-1,16G003411,HGP-1050-C090,,9,9,9,1050,1.5,2016-12-29,平江县,,,
幕阜大厦,住宅楼,日立,乘客电梯,31104306262016080027,,,2016-5-1,,TWJ3-VVF 300KG 0.4m/s,,3,3,3,300,0.4,2017-4-1,平江县南江镇106国道旁幕阜大厦,,,
欧全装,住宅楼,日立,乘客电梯,31104306262016110001,,,2016-5-1,,TKL800/1.0-JXWVVVF,,8,8,8,800,1,2017-4-1,岳阳市平江县南江桥镇东村山汉里,,,
群康医院,办公楼,日立,乘客电梯,31104306262012080003,,,2011-5-1,11G110899,HGP-630-C060,,5,5,5,630,1,2017-5-1,平江县南江镇,,,
毛查农,住宅楼,广日,乘客电梯,31104306262016030002,,广州广日电梯工业有限公司,2015-6-1,15342433001,G.wiz825-C01.5,,7,7,7,825,1.5,2018-6-28,岳阳市平江县南江镇106国道诚信石材旁,,,
傅远光,住宅楼,华凯,乘客电梯,31104306262016090001,,,2016-5-1,,华凯 TWJ800/1.5-JXW.VVVF,,8,8,8,800,1.5,2017-4-1,岳阳市平江县南江镇106国道旁,,,
黄连建,住宅楼,华凯,乘客电梯,31104306262016110002,,,2016-5-1,,华凯 TWJ800/1.5-JXW.VVVF,,8,8,8,800,1.5,2017-4-1,岳阳市平江县南江镇桥东村五星街,,,
黄加强,住宅楼,华凯,乘客电梯,31104306262017010004,,,2016-5-1,,华凯 TWJ800/1.0-JXW.VVVF,,8,8,8,800,1,2017-4-1,岳阳市平江县南江镇106国道旁,,,
王三中,住宅楼,华凯,乘客电梯,31104306262016100004,,,2016-5-1,,华凯 TWJ800/1.0-JXW.VVVF,,7,7,7,800,1,2017-4-1,岳阳市平江县南江镇,,,
欧顶龙,住宅楼,华凯,乘客电梯,31104306262017010002,,,2016-5-1,,华凯 TWJ800/1.0-JXW.VVVF,,8,8,8,800,1,2017-4-1,岳阳市平江县南江镇人民路,,,
王正兴,住宅楼,华凯,乘客电梯,31104306262016090002,,,2016-5-1,,华凯 TWJ800/1.0-JXW.VVVF,,9,9,9,800,1,2017-4-1,岳阳市平江县106国道与幕阜大道交汇处,,,
龙名庄,住宅楼,广日,乘客电梯,3110430626201600005,,,2016-7-1,14296433001,G.wiz1050-C01.5,,,,,1050,1.5,2016-12-1,平江县虹桥镇桥北,,,
王魁,住宅楼,日立,乘客电梯,31104306262017010001,,,2016-7-1,16G044085,HGP-825-C090,,8,8,8,825,1.5,2017-1-5,平江县道子岭井墈社区168号,,,
刘益芳,住宅楼,广日,乘客电梯,31104306262016030005,,广州广日电梯工业有限公司,2016-3-1,15343033001,G.wiz630-C01.5,,8,8,8,630,1.5,2016-10-18,平江县,,,
幕阜大厦,住宅楼,华凯,乘客电梯,31104306262016010001,,,2016-6-1,K2015 11005,TKJ800/1.5-JXW.VVVF,,12,12,12,800,1.5,2017-5-1,幕阜大厦（杨总）平江县南江镇106国道旁,,,
平江县水力发电公司办公楼,办公楼,三菱,乘客电梯,30104306262005010036,,,,311011979,凌云-3,,7,7,7,,1,2016-11-21,平江县水力发电公司,,,
江荣,住宅楼,广日,乘客电梯,31104306262015110005,,,2015-7-1,1502733001,G.Wiz825-CO1.0,,8,8,8,825,1,2017-3-30,平江县三阳派出所旁,,,
鸿运大厦,住宅楼,富士,乘客电梯,31104306262014050005,,,2013-12-18,TK1000/1.0,TK1000/1.0,,,,,1000,1,2016-11-22,平江县上塔镇,,,
黄纳新,住宅楼,日立,乘客电梯,31104306262016010003,,,2015-3-1,15G045302,HGE-825-C090,,8,8,8,825,1.5,2017-3-20,平江县开发区江长冲旁安置区,,,
繆桔秋,大厅1#,日立,乘客电梯,32104306262016010001,,日立电梯（中国）有限公司,2015-6-1,15G054768,HGP-1050-C060,,5,5,5,1050,1,2017-3-30,平江县瓮江镇水口嘴,,,
叶平江,住宅楼,广日,乘客电梯,31104306262015110007,,,2017-1-1,15013333001,G.Wiz825-CO1.5,,8,8,8,825,1.5,2017-1-1,南江镇西街,,,
平江县交通运输局,大厅1#,日立,乘客电梯,31104306262012120003,,日立电梯（中国）有限公司,2013-11-10,12G010488,HGP-1050-C0105,,6,6,6,1050,1.75,2017-8-17,平江县新城区东兴大道北,,,
中天大酒店,客房部,日立,乘客电梯,31104306002012010006,,,2011-7-1,11G025525,HGP-630-C060,,6,6,6,630,1,2016-11-22,南江镇西街,,,
童健辉,住宅楼,广日,乘客电梯,31104306262015080007,,,2015-3-1,15013033001,G.Wiz825-C01.5,,9,9,9,825,1.5,2016-9-21,平江县天岳大道旁,,,
徐勇,住宅楼,广日,乘客电梯,31104306262015090001,,,2015-6-1,15012433001,G.Wiz825-CO1.5,,7,7,7,825,1.5,2016-11-22,平江县南江镇南江大道,,,
华宇新城,1#,广日,乘客电梯,31104306262015080008,,,2012-7-1,15012333001,G.Wiz1050-C01.5,,10,10,10,1050,1.5,2017-12-8,平江县安定镇长安路华宇新城,,,
平江县档案馆,裙楼,日立,乘客电梯,31104306262014050002,,,2013-6-1,13G051899,MCA-800-C060,,2,2,2,1050,1,2017-11-20,平江县开发区百花大道,,,
平江县档案馆,主楼,日立,乘客电梯,31104306262014050001,,,2013-6-1,13G051898,MCA-1050-C090,,7,7,7,1050,1.5,2017-11-20,平江县开发区百花大道,,,
余勋良,住宅楼1#,日立,乘客电梯,31104306262014020001,,日立电梯（中国）有限公司,2013-7-1,13G039992,HGP-825-C090,,13,13,13,825,1.5,2018-6-28,平江县南江镇幕阜大道,,,
智慧公寓,东单元,日立,乘客电梯,31104306262013050005,,,2012-4-1,12G515744,HGP-825-C060,,8,8,8,825,1,2017-11-20,平江县三阳街,,,
智慧公寓,西单元,日立,乘客电梯,31104306262013050004,,,2012-4-1,12G515745,HGP-825-C060,,9,9,9,825,1,2017-11-20,平江县三阳街,,,
鼎富国际,3#,广日,乘客电梯,31104306262016080023,,,2016-3-1,16250133003,G.wiz825-C01.5,,8,8,8,825,1.5,2016-10-1,岳阳市平江县东兴大道,,,
鼎富国际,2#,广日,乘客电梯,31104306262016080024,,,2016-3-1,16250133002,G.wiz825-C01.5,,8,8,8,825,1.5,2016-10-1,岳阳市平江县东兴大道,,,
鼎富国际,1#,广日,乘客电梯,31104306262016080025,,,2016-3-1,16250133001,G.wiz825-C01.5,,8,8,8,825,1.5,2016-10-1,岳阳市平江县东兴大道,,,
唐锡康,商住楼,日立,乘客电梯,31104306262012080002,,,2011-2-1,11G055951,HGP-825-C060,,7,7,7,825,1,2016-6-30,平江县经济开发区三兴路,,,
荣和国际大酒店,酒店做2#,日立,乘客电梯,31104306262012120002,,日立电梯（中国）有限公司,2012-11-10,12G010487,HGP-1050-C0105,,12,12,12,1050,1.75,2017-8-17,平江县开发区连云路,,,
荣和国际大酒店,酒店右1#,日立,乘客电梯,31104306262012120004,,日立电梯（中国）有限公司,2012-3-1,12G010486,HGP-1050-C0105,,12,12,12,1050,1.75,2017-8-17,平江县开发区连云路,,,
平江县畜牧水产局,办公楼1#,日立,乘客电梯,31104306262012120001,,,2012-8-1,12G508260,HGP-1050-C060,,6,6,6,1050,1,2016-11-23,平江县开发区江南花苑对门,,,
平江县地方税务局,综合办公楼左1#,日立,乘客电梯,31104306262013070001,,日立电梯（中国）有限公司,2012-12-1,12G509197,HGP-1050-C090,,10,10,10,1050,1.5,2018-4-3,平江县天岳大道,,,
爱琴海大酒店,大厅左1#,日立,乘客电梯,31104306262012010002,,日立电梯（中国）有限公司,2011-10-10,11G013585,HGP-1050-C0105,,10,10,10,1050,1.75,2017-9-22,平江县天岳大道,,,
爱琴海大酒店,大厅右2#,日立,乘客电梯,31104306262012010003,,日立电梯（中国）有限公司,2011-10-10,11G013584,HGP-1050-C0105,,10,10,10,1050,1.75,2017-9-22,平江县天岳大道,,,
丽富佳园,2#,广日,乘客电梯,31104306262015080002,,,2014-7-1,14167033002,G.Wiz1050-CO1.75,,20,20,20,1050,1.75,2017-5-1,平江县开发区天岳南路,,,
丽富佳园,1#,广日,乘客电梯,31104306262015080001,,,2014-7-1,14167033001,G.Wiz1050-CO1.75,,20,20,20,1050,1.75,2017-5-1,平江县开发区天岳南路,,,
丽富佳园,6#,广日,乘客电梯,31104306262015080006,,,2014-7-1,14167033006,G.Wiz1050-CO1.75,,20,20,20,1050,1.75,2017-5-1,平江县开发区天岳南路,,,
丽富佳园,5#,广日,乘客电梯,31104306262015080005,,,2014-7-1,14167033005,G.Wiz1050-CO1.75,,20,20,20,1050,1.75,2017-5-1,平江县开发区天岳南路,,,
丽富佳园,4#,广日,乘客电梯,31104306262015080004,,,2014-7-1,14167033004,G.Wiz1050-CO1.75,,20,20,20,1050,1.75,2017-5-1,平江县开发区天岳南路,,,
丽富佳园,3#,广日,乘客电梯,31104306262015080003,,,2014-7-1,14167033003,G.Wiz1050-CO1.75,,20,20,20,1050,1.75,2017-5-1,平江县开发区天岳南路,,,
丽富佳园,7#,广日,乘客电梯,31104306262014120001,,,2014-7-1,14167033007,G.Wiz1050-CO1.75,,17,17,17,1050,1.75,2017-5-1,平江县开发区天岳南路,,,
丽富佳园,8#,广日,乘客电梯,31104306262014120002,,,2014-7-1,14167033008,G.Wiz1050-CO1.75,,17,17,17,1050,1.75,2017-5-1,平江县开发区天岳南路,,,
丽富佳园,9#,广日,乘客电梯,31104306262014120003,,,2014-7-1,14167033009,G.Wiz1050-CO1.5,,7,7,7,1050,1.75,2017-5-1,平江县开发区天岳南路,,,
丽富佳园,10#,广日,乘客电梯,31104306262014120004,,,2014-7-1,14167033010,G.Wiz1050-CO1.75,,6,6,6,1050,1.75,2017-5-1,平江县开发区天岳南路,,,
鼎富国际,6栋右12#,广日,乘客电梯,31104306262016080006,,广州广日电梯工业有限公司,2015-3-3,15012133012,G.Wiz1050-C01.75,,20,20,20,1050,1.75,2017-8-18,平江县天岳开发区,,,
鼎富国际,6栋左11#,广日,乘客电梯,31104306262016080005,,广州广日电梯工业有限公司,2015-2-1,15012133011,G.Wiz1050-C01.75,,20,20,20,1050,1.75,2017-8-18,平江县天岳开发区,,,
鼎富国际,3栋西单元左4#,广日,乘客电梯,31104306262015030007,,广州广日电梯工业有限公司,2015-3-10,15012133004,G.Wiz1050-C01.75,,20,20,20,1050,1.75,2017-8-18,平江县天岳开发区,,,
鼎富国际,3栋西单元右3#,广日,乘客电梯,31104306262015030006,,广州广日电梯工业有限公司,2015-2-1,15012133003,G.Wiz1050-C01.75,,20,20,20,1050,1.75,2017-8-18,平江县天岳开发区,,,
鼎富国际,4栋右10#,广日,乘客电梯,31104306262015040010,,广州广日电梯工业有限公司,2015-2-1,15012133010,G.Wiz1050-C01.75,,20,20,20,1050,1.75,2017-8-18,平江县天岳开发区,,,
鼎富国际,4栋左9#,广日,乘客电梯,31104306262015040009,,广州广日电梯工业有限公司,2015-3-10,15012133009,G.Wiz1050-C01.75,,20,20,20,1050,1.75,2017-8-18,平江县天岳开发区,,,
鼎富国际,5栋左8#,广日,乘客电梯,31104306262015040008,,广州广日电梯工业有限公司,2015-3-10,15012133008,G.Wiz1050-C01.75,,20,20,20,1050,1.75,2017-8-18,平江县天岳开发区,,,
鼎富国际,5栋右7#,广日,乘客电梯,31104306262015040007,,广州广日电梯工业有限公司,2015-2-1,15012133007,G.Wiz1050-C01.75,,20,20,20,1050,1.75,2017-8-18,平江县天岳开发区,,,
鼎富国际,3栋东单元右6#,广日,乘客电梯,31104306262015040006,,广州广日电梯工业有限公司,2015-3-10,15012133006,G.Wiz1050-C01.75,,20,20,20,1050,1.75,2017-8-18,平江县天岳开发区,,,
鼎富国际,3栋东单元左5#,广日,乘客电梯,31104306262015040005,,广州广日电梯工业有限公司,2015-3-10,15012133005,G.Wiz1050-C01.75,,20,20,20,1050,1.75,2017-8-18,平江县天岳开发区,,,
鼎富国际,2#,广日,乘客电梯,31104306262015030004,,,2015-2-1,15012133001,G.Wiz1050-C01.75,,21,21,21,1050,1.75,2016-10-14,平江县开发区东兴大道与甲山大道交汇处,,,
鼎富国际,1#,广日,乘客电梯,31104306262015030005,,,2015-2-1,15012133002,G.Wiz1050-C01.75,,21,21,21,1050,1.75,2016-10-14,平江县开发区东兴大道与甲山大道交汇处,,,
白云湖酒店,酒店大厅DT5,日立,乘客电梯,31104306822016010004,,,2012-12-1,HITACHI 15G041101,HGE-1050-C0105,,24,24,24,1050,1.75,2018-2-1,临湘长安购物公园,,,
白云湖酒店,酒店大厅,日立,乘客电梯,31104306822016010005,,,2015-12-1,HITACHI 15G041102,HGE-1050-C0105,,23,23,23,1050,1.75,2018-2-1,临湘长安购物公园,,,
长安购物公园,临湘市天越酒吧右,日立,乘客电梯,31104306822016010011,,日立电梯（中国）有限公司,2015-12-1,HITACHI 15G041108,HGE-825-C060,,6,6,6,825,1,2017-12-30,临湘长安购物公园,,,
长安购物公园,天越酒吧左,日立,乘客电梯,31104306822016010010,,日立电梯（中国）有限公司,2015-12-1,HITACHI 15G041107,HGE-900-C060,,6,6,6,900,1,2018-1-30,临湘长安购物公园,,,
长安购物公园,大润发超市配货部右,日立,乘客电梯,31104306822016010003,,日立电梯（中国）有限公司,2015-12-1,15G041100,HGE-1050-C0105,,24,24,24,1050,1.75,2018-2-1,临湘长安购物公园,,,
长安购物公园,商场1-2楼左,广日,乘客电梯,33204306822016080003,,日立电梯（中国）有限公司,2012-6-6,15342821003,人行道GRFII12-100 4.2M/12度,,,,,,0.5,2018-2-1,临湘长安购物公园,,,
扬德·云水湾,4栋2单元4-2#,日立,乘客电梯,31104306822016120003,,,2012-5-1,16G032453,HGE-1050-C090,,12,12,12,1050,1.5,2017-4-1,临湘大道临湘市工业园旁,,,
扬德·云水湾,4栋1单元1#,日立,乘客电梯,31104306822016120004,,,2012-4-30,16G032454,HGE-1050-C090,,12,12,12,1050,1.5,2017-4-1,临湘大道临湘市工业园旁,,,
扬德·云水湾,3栋西2#,日立,乘客电梯,31104306822016120002,,,2012-4-29,16G032452,HGE-1050-C090,,12,12,12,1050,1.5,2017-4-1,临湘大道临湘市工业园旁,,,
